customer_id,segment,monetary_value,frequency,recency,avg_transaction_value,age,income,region,customer_lifetime_value,purchase_frequency_category,value_tier
2423,New_Customers,4264.94,53,33,80.47056603773584,18,26629,Suburban,4264.94,Medium,Silver
2424,New_Customers,5031.7,45,3,111.81555555555556,43,69122,Suburban,5031.7,Med-Low,Silver
2425,New_Customers,4479.66,50,2,89.5932,24,38201,Rural,4479.66,Medium,Silver
2426,Potential_Loyalists,5110.76,43,14,118.85488372093025,45,97728,Suburban,5110.76,Med-Low,Silver
2427,Potential_Loyalists,6267.81,49,53,127.91448979591836,69,105278,Urban_Mid_Income,6267.81,Med-Low,Gold
2428,New_Customers,5840.33,61,12,95.74311475409836,49,53491,Suburban,5840.33,Med-High,Gold
2429,VIP_Champions,7211.46,58,13,124.3355172413793,42,74351,Urban_High_Income,7211.46,Medium,Gold
2430,New_Customers,5673.71,51,4,111.24921568627452,28,55006,Suburban,5673.71,Medium,Gold
2431,New_Customers,4926.18,43,10,114.56232558139536,38,73504,Urban_High_Income,4926.18,Med-Low,Silver
2432,New_Customers,4081.79,41,5,99.5558536585366,55,54488,Rural,4081.79,Med-Low,Silver
2433,VIP_Champions,6213.54,62,13,100.2183870967742,28,67081,Urban_Mid_Income,6213.54,Med-High,Gold
2434,Potential_Loyalists,5905.98,48,0,123.04125,74,82256,Rural,5905.98,Med-Low,Gold
2435,VIP_Champions,6743.91,57,24,118.3142105263158,46,90537,Urban_Mid_Income,6743.91,Medium,Gold
2436,New_Customers,3741.85,57,29,65.64649122807018,18,22317,Urban_Mid_Income,3741.85,Medium,Bronze
2437,New_Customers,4934.55,43,46,114.75697674418603,72,68770,Rural,4934.55,Med-Low,Silver
2438,VIP_Champions,6663.13,55,3,121.14781818181818,63,91405,Urban_Mid_Income,6663.13,Medium,Gold
2439,VIP_Champions,6365.5,59,27,107.88983050847456,45,109647,Suburban,6365.5,Medium,Gold
2440,New_Customers,5157.65,51,11,101.13039215686274,40,52458,Rural,5157.65,Medium,Silver
2441,New_Customers,3878.99,51,7,76.05862745098038,19,20000,Urban_Mid_Income,3878.99,Medium,Silver
2442,Potential_Loyalists,5326.32,44,1,121.05272727272728,37,79286,Urban_High_Income,5326.32,Med-Low,Silver
2443,Potential_Loyalists,6170.54,47,1,131.28808510638297,66,97235,Suburban,6170.54,Med-Low,Gold
2444,New_Customers,5758.02,54,32,106.63,44,67938,Urban_Mid_Income,5758.02,Medium,Gold
2445,New_Customers,3826.35,45,12,85.03,36,36846,Urban_Mid_Income,3826.35,Med-Low,Bronze
2446,New_Customers,4625.43,46,0,100.55282608695651,29,43354,Urban_Mid_Income,4625.43,Med-Low,Silver
2447,New_Customers,5241.16,51,12,102.7678431372549,26,50514,Urban_High_Income,5241.16,Medium,Silver
2448,New_Customers,4414.1900000000005,45,4,98.09311111111111,20,50033,Suburban,4414.1900000000005,Med-Low,Silver
2449,New_Customers,4564.28,44,12,103.73363636363636,52,68925,Urban_Mid_Income,4564.28,Med-Low,Silver
2450,New_Customers,5376.44,51,21,105.42039215686272,45,67369,Rural,5376.44,Medium,Silver
2451,New_Customers,4930.27,46,13,107.17978260869566,18,52189,Urban_High_Income,4930.27,Med-Low,Silver
2452,New_Customers,4714.49,54,18,87.30537037037037,22,29157,Urban_High_Income,4714.49,Medium,Silver
2453,New_Customers,4363.88,49,1,89.05877551020409,19,40884,Suburban,4363.88,Med-Low,Silver
2454,New_Customers,4076.36,44,83,92.64454545454544,34,45952,Rural,4076.36,Med-Low,Silver
2455,New_Customers,4031.9,39,7,103.38205128205128,46,49899,Urban_Mid_Income,4031.9,Med-Low,Silver
2456,New_Customers,3990.05,45,2,88.66777777777779,32,36859,Rural,3990.05,Med-Low,Silver
2457,New_Customers,4911.66,52,8,94.455,45,88805,Suburban,4911.66,Medium,Silver
2458,Potential_Loyalists,5428.51,50,13,108.5702,46,83305,Suburban,5428.51,Medium,Silver
2459,New_Customers,3146.82,40,10,78.6705,22,33034,Urban_High_Income,3146.82,Med-Low,Bronze
2460,New_Customers,4986.74,49,0,101.77020408163264,18,78733,Urban_High_Income,4986.74,Med-Low,Silver
2461,New_Customers,5505.02,57,0,96.57929824561404,41,48463,Urban_Mid_Income,5505.02,Medium,Silver
2462,New_Customers,3007.63,39,0,77.11871794871796,25,37571,Urban_Mid_Income,3007.63,Med-Low,Bronze
2463,New_Customers,4669.24,45,12,103.76088888888889,46,62835,Rural,4669.24,Med-Low,Silver
2464,VIP_Champions,7475.73,58,10,128.89189655172413,23,70210,Suburban,7475.73,Medium,Platinum
2465,New_Customers,4299.37,47,11,91.47595744680852,18,27953,Rural,4299.37,Med-Low,Silver
2466,VIP_Champions,7151.57,58,100,123.30293103448275,58,76725,Rural,7151.57,Medium,Gold
2467,New_Customers,3323.41,49,30,67.82469387755101,18,20000,Rural,3323.41,Med-Low,Bronze
2468,VIP_Champions,6389.83,55,16,116.17872727272729,38,91849,Suburban,6389.83,Medium,Gold
2469,Potential_Loyalists,5088.34,47,0,108.26255319148936,61,101189,Urban_Mid_Income,5088.34,Med-Low,Silver
2470,New_Customers,4806.19,42,48,114.43309523809523,55,103561,Urban_High_Income,4806.19,Med-Low,Silver
2471,New_Customers,5026.93,45,0,111.70955555555555,29,84137,Urban_High_Income,5026.93,Med-Low,Silver
2472,New_Customers,5424.52,51,18,106.36313725490196,22,53048,Suburban,5424.52,Medium,Silver
2473,New_Customers,3810.34,46,21,82.83347826086957,19,39210,Rural,3810.34,Med-Low,Bronze
2474,VIP_Champions,7961.81,51,23,156.11392156862746,49,128053,Urban_High_Income,7961.81,Medium,Platinum
2475,New_Customers,4786.04,48,10,99.70916666666666,28,40693,Rural,4786.04,Med-Low,Silver
2476,New_Customers,4381.75,47,0,93.22872340425532,22,58181,Suburban,4381.75,Med-Low,Silver
2477,New_Customers,4865.38,45,6,108.11955555555556,46,40124,Rural,4865.38,Med-Low,Silver
2478,VIP_Champions,7186.31,58,21,123.90189655172416,29,77846,Urban_High_Income,7186.31,Medium,Gold
2479,Potential_Loyalists,5959.7,48,25,124.16041666666666,53,79511,Suburban,5959.7,Med-Low,Gold
2480,Potential_Loyalists,6345.58,52,10,122.03038461538462,42,102239,Urban_High_Income,6345.58,Medium,Gold
2481,New_Customers,4367.39,38,42,114.93131578947369,80,69674,Rural,4367.39,Low,Silver
2482,New_Customers,4716.43,60,0,78.60716666666667,45,34961,Rural,4716.43,Medium,Silver
2483,New_Customers,4233.35,46,2,92.02934782608696,41,67212,Suburban,4233.35,Med-Low,Silver
2484,VIP_Champions,6563.88,55,24,119.34327272727272,42,78252,Suburban,6563.88,Medium,Gold
2485,New_Customers,4510.07,52,5,86.73211538461538,22,59166,Suburban,4510.07,Medium,Silver
2486,New_Customers,4369.44,50,6,87.38879999999999,33,42825,Urban_Mid_Income,4369.44,Medium,Silver
2487,New_Customers,4157.99,52,27,79.96134615384615,26,30597,Suburban,4157.99,Medium,Silver
2488,New_Customers,4669.44,44,11,106.12363636363636,72,92385,Suburban,4669.44,Med-Low,Silver
2489,New_Customers,4103.08,41,34,100.07512195121951,41,73528,Suburban,4103.08,Med-Low,Silver
2490,New_Customers,5499.26,52,17,105.755,45,52168,Suburban,5499.26,Medium,Silver
2491,New_Customers,4872.76,43,3,113.32,43,79731,Urban_Mid_Income,4872.76,Med-Low,Silver
2492,New_Customers,6401.5,59,33,108.5,18,62032,Urban_High_Income,6401.5,Medium,Gold
2493,New_Customers,4199.48,46,5,91.29304347826086,24,44180,Suburban,4199.48,Med-Low,Silver
2494,New_Customers,4983.27,43,4,115.89,60,41847,Rural,4983.27,Med-Low,Silver
2495,New_Customers,4508.72,53,10,85.07018867924529,18,39337,Urban_Mid_Income,4508.72,Medium,Silver
2496,Potential_Loyalists,5542.69,51,40,108.68019607843136,51,76267,Urban_Mid_Income,5542.69,Medium,Silver
2497,New_Customers,5208.06,44,3,118.365,25,61013,Urban_Mid_Income,5208.06,Med-Low,Silver
2498,Potential_Loyalists,5869.92,57,9,102.98105263157896,70,93695,Urban_Mid_Income,5869.92,Medium,Gold
2499,New_Customers,5145.22,53,2,97.07962264150945,23,37450,Urban_Mid_Income,5145.22,Medium,Silver
2500,New_Customers,4626.92,50,6,92.5384,37,46645,Rural,4626.92,Medium,Silver
2501,New_Customers,2889.96,36,74,80.27666666666667,39,39880,Rural,2889.96,Low,Bronze
2502,VIP_Champions,6952.44,54,6,128.74888888888887,53,92882,Urban_Mid_Income,6952.44,Medium,Gold
2503,New_Customers,5557.46,56,17,99.24035714285716,32,63349,Urban_High_Income,5557.46,Medium,Silver
2504,New_Customers,5993.15,65,9,92.20230769230768,49,43956,Suburban,5993.15,Med-High,Gold
2505,New_Customers,5074.51,51,3,99.50019607843136,48,42720,Rural,5074.51,Medium,Silver
2506,Potential_Loyalists,6824.38,47,0,145.1995744680851,68,131293,Urban_High_Income,6824.38,Med-Low,Gold
2507,New_Customers,4672.44,45,6,103.832,35,59142,Urban_Mid_Income,4672.44,Med-Low,Silver
2508,New_Customers,4251.9,51,15,83.37058823529411,30,35224,Rural,4251.9,Medium,Silver
2509,New_Customers,4918.2,48,9,102.4625,64,74675,Rural,4918.2,Med-Low,Silver
2510,VIP_Champions,6395.4800000000005,57,0,112.20140350877192,39,75912,Urban_High_Income,6395.4800000000005,Medium,Gold
2511,Potential_Loyalists,5450.45,46,61,118.48804347826086,57,74919,Suburban,5450.45,Med-Low,Silver
2512,New_Customers,5015.91,47,5,106.72148936170213,55,58839,Rural,5015.91,Med-Low,Silver
2513,New_Customers,4652.04,43,2,108.18697674418604,18,63901,Suburban,4652.04,Med-Low,Silver
2514,New_Customers,3467.63,54,20,64.21537037037037,29,20000,Rural,3467.63,Medium,Bronze
2515,New_Customers,4580.66,49,28,93.48285714285714,28,48968,Urban_Mid_Income,4580.66,Med-Low,Silver
2516,New_Customers,4788.15,51,5,93.88529411764704,34,38608,Rural,4788.15,Medium,Silver
2517,New_Customers,3466.84,37,14,93.69837837837838,32,37257,Rural,3466.84,Low,Bronze
2518,New_Customers,3346.52,38,3,88.06631578947368,42,49370,Rural,3346.52,Low,Bronze
2519,New_Customers,5761.66,50,7,115.2332,28,53348,Urban_Mid_Income,5761.66,Medium,Gold
2520,New_Customers,6361.5,73,6,87.14383561643835,19,43978,Urban_Mid_Income,6361.5,High,Gold
2521,New_Customers,3927.1,50,39,78.542,27,41829,Rural,3927.1,Medium,Silver
2522,New_Customers,4885.57,52,21,93.95326923076922,19,50237,Urban_High_Income,4885.57,Medium,Silver
2523,New_Customers,3612.76,47,8,76.86723404255319,27,20000,Rural,3612.76,Med-Low,Bronze
2524,New_Customers,3036.51,35,70,86.75742857142858,49,33542,Rural,3036.51,Low,Bronze
2525,New_Customers,3707.41,45,6,82.38688888888889,26,38199,Rural,3707.41,Med-Low,Bronze
2526,New_Customers,4819.47,52,21,92.6821153846154,22,62337,Suburban,4819.47,Medium,Silver
2527,New_Customers,4013.7,51,3,78.7,36,40407,Rural,4013.7,Medium,Silver
2528,New_Customers,3068.88,42,7,73.06857142857143,30,20769,Urban_Mid_Income,3068.88,Med-Low,Bronze
2529,New_Customers,5087.400000000001,60,26,84.79,18,39864,Urban_Mid_Income,5087.400000000001,Medium,Silver
2530,New_Customers,4859.65,55,1,88.35727272727271,22,27235,Rural,4859.65,Medium,Silver
2531,New_Customers,4885.08,51,0,95.78588235294116,27,58324,Urban_Mid_Income,4885.08,Medium,Silver
2532,New_Customers,4239.16,49,48,86.5134693877551,27,40484,Urban_Mid_Income,4239.16,Med-Low,Silver
2533,VIP_Champions,6902.49,59,3,116.9913559322034,70,102750,Urban_Mid_Income,6902.49,Medium,Gold
2534,New_Customers,4177.57,47,3,88.88446808510638,46,49241,Suburban,4177.57,Med-Low,Silver
2535,Potential_Loyalists,6652.55,45,11,147.83444444444444,65,124570,Urban_High_Income,6652.55,Med-Low,Gold
2536,New_Customers,4802.09,50,49,96.0418,25,45385,Urban_High_Income,4802.09,Medium,Silver
2537,New_Customers,3819.04,52,0,73.44307692307692,52,33744,Rural,3819.04,Medium,Bronze
2538,Potential_Loyalists,4992.68,50,2,99.8536,47,97613,Suburban,4992.68,Medium,Silver
2539,New_Customers,4874.29,45,3,108.31755555555556,36,57995,Urban_Mid_Income,4874.29,Med-Low,Silver
2540,Potential_Loyalists,5681.28,53,58,107.19396226415094,49,59296,Suburban,5681.28,Medium,Gold
2541,New_Customers,3543.68,37,15,95.77513513513512,39,48988,Suburban,3543.68,Low,Bronze
2542,New_Customers,4539.88,51,15,89.01725490196078,54,52096,Suburban,4539.88,Medium,Silver
2543,New_Customers,6292.33,61,12,103.15295081967211,18,46654,Urban_Mid_Income,6292.33,Med-High,Gold
2544,New_Customers,4495.15,53,19,84.81415094339621,43,34100,Urban_Mid_Income,4495.15,Medium,Silver
2545,Potential_Loyalists,6107.15,47,7,129.93936170212766,35,77654,Suburban,6107.15,Med-Low,Gold
2546,New_Customers,5216.09,53,2,98.4167924528302,33,53197,Urban_Mid_Income,5216.09,Medium,Silver
2547,New_Customers,4407.82,42,0,104.94809523809523,63,55142,Suburban,4407.82,Med-Low,Silver
2548,Potential_Loyalists,5546.07,49,4,113.18510204081632,32,86902,Urban_Mid_Income,5546.07,Med-Low,Silver
2549,New_Customers,4165.41,42,18,99.17642857142856,47,73710,Urban_High_Income,4165.41,Med-Low,Silver
2550,New_Customers,4372.58,51,1,85.73686274509804,40,40498,Suburban,4372.58,Medium,Silver
2551,New_Customers,4508.65,42,0,107.34880952380952,46,104627,Urban_High_Income,4508.65,Med-Low,Silver
2552,Potential_Loyalists,5820.15,52,13,111.92596153846154,59,60359,Rural,5820.15,Medium,Gold
2553,VIP_Champions,5508.34,56,5,98.36321428571428,76,86255,Suburban,5508.34,Medium,Silver
2554,New_Customers,4319.57,39,9,110.75820512820512,39,50700,Rural,4319.57,Med-Low,Silver
2555,New_Customers,3616.17,48,26,75.336875,18,20000,Suburban,3616.17,Med-Low,Bronze
2556,Potential_Loyalists,5479.41,49,24,111.824693877551,57,74904,Rural,5479.41,Med-Low,Silver
2557,New_Customers,4605.14,40,6,115.1285,47,66880,Urban_Mid_Income,4605.14,Med-Low,Silver
2558,Potential_Loyalists,5809.900000000001,46,33,126.30217391304348,32,82946,Suburban,5809.900000000001,Med-Low,Gold
2559,New_Customers,5974.43,65,0,91.9143076923077,23,49815,Rural,5974.43,Med-High,Gold
2560,VIP_Champions,7001.98,59,6,118.67762711864404,57,103131,Suburban,7001.98,Medium,Gold
2561,New_Customers,4858.27,58,10,83.76327586206898,37,39396,Rural,4858.27,Medium,Silver
2562,New_Customers,4816.35,57,55,84.49736842105264,29,36588,Rural,4816.35,Medium,Silver
2563,New_Customers,5400.17,54,2,100.00314814814816,49,63808,Rural,5400.17,Medium,Silver
2564,New_Customers,4615.53,53,15,87.0854716981132,36,37867,Rural,4615.53,Medium,Silver
2565,Potential_Loyalists,5838.88,50,2,116.7776,39,86294,Urban_High_Income,5838.88,Medium,Gold
2566,New_Customers,4552.32,52,11,87.54461538461538,59,52752,Rural,4552.32,Medium,Silver
2567,New_Customers,4860.95,44,18,110.47613636363636,29,61843,Urban_Mid_Income,4860.95,Med-Low,Silver
2568,VIP_Champions,7656.99,62,16,123.49983870967742,59,66409,Rural,7656.99,Med-High,Platinum
2569,Potential_Loyalists,5456.08,45,2,121.24622222222222,48,94764,Urban_Mid_Income,5456.08,Med-Low,Silver
2570,VIP_Champions,6497.85,58,7,112.03189655172416,44,67361,Suburban,6497.85,Medium,Gold
2571,New_Customers,3435.32,38,3,90.40315789473684,34,28060,Rural,3435.32,Low,Bronze
2572,New_Customers,3618.9,42,10,86.16428571428571,38,37088,Urban_Mid_Income,3618.9,Med-Low,Bronze
2573,New_Customers,5583.84,57,0,97.9621052631579,46,56315,Suburban,5583.84,Medium,Silver
2574,New_Customers,3340.45,38,2,87.90657894736842,21,42327,Urban_Mid_Income,3340.45,Low,Bronze
2575,VIP_Champions,6237.1,56,3,111.37678571428572,48,92031,Suburban,6237.1,Medium,Gold
2576,New_Customers,4309.39,37,5,116.47,71,130872,Urban_High_Income,4309.39,Low,Silver
2577,New_Customers,5315.86,65,21,81.78246153846153,34,32020,Rural,5315.86,Med-High,Silver
2578,Potential_Loyalists,5221.65,45,43,116.03666666666666,62,101470,Urban_High_Income,5221.65,Med-Low,Silver
2579,New_Customers,4120.16,53,1,77.7388679245283,42,41915,Suburban,4120.16,Medium,Silver
2580,Potential_Loyalists,6257.64,49,15,127.7069387755102,43,100307,Urban_High_Income,6257.64,Med-Low,Gold
2581,New_Customers,5068.64,47,21,107.84340425531916,48,65914,Urban_Mid_Income,5068.64,Med-Low,Silver
2582,New_Customers,4423.04,43,23,102.8613953488372,42,61169,Suburban,4423.04,Med-Low,Silver
2583,New_Customers,5102.57,52,11,98.12634615384614,44,54329,Rural,5102.57,Medium,Silver
2584,New_Customers,3515.13,34,3,103.38617647058824,26,56153,Urban_High_Income,3515.13,Low,Bronze
2585,New_Customers,3260.43,48,1,67.925625,18,20000,Rural,3260.43,Med-Low,Bronze
2586,Potential_Loyalists,6116.25,53,17,115.4009433962264,38,72446,Suburban,6116.25,Medium,Gold
2587,New_Customers,4764.38,56,18,85.07821428571428,49,42663,Suburban,4764.38,Medium,Silver
2588,Potential_Loyalists,5828.54,55,8,105.97345454545454,67,83821,Rural,5828.54,Medium,Gold
2589,New_Customers,4953.81,35,50,141.5374285714286,59,72199,Urban_High_Income,4953.81,Low,Silver
2590,New_Customers,3332.53,39,31,85.44948717948718,38,39055,Suburban,3332.53,Med-Low,Bronze
2591,VIP_Champions,7070.77,53,0,133.41075471698113,53,102376,Urban_Mid_Income,7070.77,Medium,Gold
2592,Potential_Loyalists,5352.65,48,17,111.51354166666664,31,77228,Suburban,5352.65,Med-Low,Silver
2593,New_Customers,4959.07,48,13,103.31395833333332,51,69548,Suburban,4959.07,Med-Low,Silver
2594,New_Customers,6057.2,58,1,104.43448275862067,46,64290,Suburban,6057.2,Medium,Gold
2595,New_Customers,3500.3,40,12,87.50750000000001,40,50280,Urban_High_Income,3500.3,Med-Low,Bronze
2596,VIP_Champions,6301.1,60,12,105.01833333333336,44,91650,Suburban,6301.1,Medium,Gold
2597,New_Customers,4372.3,35,28,124.92285714285715,56,90876,Suburban,4372.3,Low,Silver
2598,New_Customers,4666.42,45,1,103.69822222222224,34,67638,Suburban,4666.42,Med-Low,Silver
2599,New_Customers,4695.01,46,5,102.0654347826087,46,87408,Urban_Mid_Income,4695.01,Med-Low,Silver
2600,New_Customers,6245.9800000000005,56,15,111.53535714285717,33,60284,Suburban,6245.9800000000005,Medium,Gold
2601,VIP_Champions,8933.12,76,0,117.54105263157896,60,106253,Urban_Mid_Income,8933.12,High,Platinum
2602,New_Customers,3791.43,44,43,86.16886363636364,29,42248,Suburban,3791.43,Med-Low,Bronze
2603,Potential_Loyalists,6792.06,51,42,133.1776470588235,53,121221,Suburban,6792.06,Medium,Gold
2604,New_Customers,4822.1,54,1,89.29814814814816,41,29751,Urban_Mid_Income,4822.1,Medium,Silver
2605,VIP_Champions,6733.68,57,34,118.13473684210528,72,132427,Suburban,6733.68,Medium,Gold
2606,New_Customers,3392.55,45,8,75.39,19,25164,Suburban,3392.55,Med-Low,Bronze
2607,VIP_Champions,7564.51,55,69,137.53654545454546,65,106098,Urban_Mid_Income,7564.51,Medium,Platinum
2608,Potential_Loyalists,5592.86,48,0,116.51791666666666,38,65054,Suburban,5592.86,Med-Low,Silver
2609,New_Customers,5404.1,56,3,96.50178571428572,18,54125,Urban_Mid_Income,5404.1,Medium,Silver
2610,VIP_Champions,6045.65,57,34,106.06403508771928,70,68066,Rural,6045.65,Medium,Gold
2611,New_Customers,5353.24,46,26,116.37478260869564,33,69805,Suburban,5353.24,Med-Low,Silver
2612,Potential_Loyalists,5860.06,49,2,119.5930612244898,41,88119,Urban_Mid_Income,5860.06,Med-Low,Gold
2613,New_Customers,6222.03,59,3,105.45813559322032,27,66102,Rural,6222.03,Medium,Gold
2614,New_Customers,3700.9,44,20,84.11136363636363,35,51719,Urban_Mid_Income,3700.9,Med-Low,Bronze
2615,New_Customers,4240.89,46,1,92.19326086956522,70,50395,Rural,4240.89,Med-Low,Silver
2616,VIP_Champions,6917.47,58,15,119.26672413793104,36,87729,Suburban,6917.47,Medium,Gold
2617,New_Customers,5347.4,53,1,100.8943396226415,33,58489,Urban_High_Income,5347.4,Medium,Silver
2618,New_Customers,4425.74,48,19,92.20291666666668,40,49679,Urban_Mid_Income,4425.74,Med-Low,Silver
2619,New_Customers,4164.63,47,0,88.60914893617021,42,44392,Urban_Mid_Income,4164.63,Med-Low,Silver
2620,New_Customers,4442.66,58,49,76.59758620689655,33,33476,Rural,4442.66,Medium,Silver
2621,New_Customers,5997.63,58,3,103.40741379310344,30,44929,Suburban,5997.63,Medium,Gold
2622,New_Customers,4422.75,47,1,94.10106382978724,36,47091,Rural,4422.75,Med-Low,Silver
2623,New_Customers,4127.15,36,65,114.64305555555556,48,81673,Suburban,4127.15,Low,Silver
2624,Potential_Loyalists,5158.41,46,0,112.13934782608696,59,71961,Rural,5158.41,Med-Low,Silver
2625,New_Customers,5604.69,59,6,94.99474576271186,29,38775,Urban_Mid_Income,5604.69,Medium,Silver
2626,Potential_Loyalists,5532.69,50,16,110.6538,62,63015,Rural,5532.69,Medium,Silver
2627,New_Customers,3190.89,37,4,86.24027027027027,20,35012,Urban_High_Income,3190.89,Low,Bronze
2628,New_Customers,5702.49,56,5,101.83017857142856,29,97518,Urban_High_Income,5702.49,Medium,Gold
2629,New_Customers,5449.53,58,0,93.95741379310344,46,52990,Rural,5449.53,Medium,Silver
2630,New_Customers,3611.15,37,7,97.59864864864863,27,75897,Urban_High_Income,3611.15,Low,Bronze
2631,New_Customers,4744.53,45,51,105.434,57,68942,Urban_Mid_Income,4744.53,Med-Low,Silver
2632,New_Customers,5109.88,54,5,94.6274074074074,45,68199,Suburban,5109.88,Medium,Silver
2633,Potential_Loyalists,6368.46,54,34,117.93444444444444,61,97282,Urban_Mid_Income,6368.46,Medium,Gold
2634,New_Customers,4060.28,40,22,101.507,55,65382,Urban_Mid_Income,4060.28,Med-Low,Silver
2635,New_Customers,5013.76,49,1,102.32163265306124,43,74987,Urban_High_Income,5013.76,Med-Low,Silver
2636,New_Customers,5046.97,52,17,97.0571153846154,57,39989,Urban_Mid_Income,5046.97,Medium,Silver
2637,New_Customers,3897.39,45,19,86.60866666666666,28,51938,Urban_High_Income,3897.39,Med-Low,Silver
2638,VIP_Champions,6894.94,56,2,123.12392857142856,74,97959,Urban_Mid_Income,6894.94,Medium,Gold
2639,Potential_Loyalists,5882.78,49,70,120.05673469387754,49,76184,Urban_Mid_Income,5882.78,Med-Low,Gold
2640,New_Customers,5400.83,63,2,85.72746031746031,18,28783,Suburban,5400.83,Med-High,Silver
2641,VIP_Champions,6911.94,56,13,123.4275,30,90836,Suburban,6911.94,Medium,Gold
2642,New_Customers,5124.1,54,25,94.89074074074075,67,64391,Rural,5124.1,Medium,Silver
2643,New_Customers,4532.79,44,1,103.01795454545454,37,43021,Rural,4532.79,Med-Low,Silver
2644,New_Customers,5623.52,58,20,96.95724137931032,67,58170,Suburban,5623.52,Medium,Silver
2645,VIP_Champions,7049.71,60,15,117.49516666666666,52,75993,Suburban,7049.71,Medium,Gold
2646,New_Customers,5023.08,60,3,83.718,18,27492,Suburban,5023.08,Medium,Silver
2647,VIP_Champions,6256.2,55,41,113.74909090909092,55,72735,Rural,6256.2,Medium,Gold
2648,New_Customers,5339.75,58,43,92.0646551724138,40,42571,Rural,5339.75,Medium,Silver
2649,New_Customers,4781.72,47,4,101.73872340425532,38,83428,Suburban,4781.72,Med-Low,Silver
2650,New_Customers,4458.86,56,11,79.62249999999999,28,24700,Rural,4458.86,Medium,Silver
2651,New_Customers,4383.31,40,52,109.58275,58,102474,Suburban,4383.31,Med-Low,Silver
2652,Potential_Loyalists,4689.58,42,4,111.65666666666668,58,104088,Suburban,4689.58,Med-Low,Silver
2653,Potential_Loyalists,6298.64,50,39,125.9728,45,82414,Suburban,6298.64,Medium,Gold
2654,New_Customers,5372.33,64,11,83.94265625,25,40804,Urban_Mid_Income,5372.33,Med-High,Silver
2655,New_Customers,5005.93,41,73,122.0958536585366,42,94303,Suburban,5005.93,Med-Low,Silver
2656,New_Customers,5472.9800000000005,45,21,121.6217777777778,38,68224,Suburban,5472.9800000000005,Med-Low,Silver
2657,VIP_Champions,7761.22,53,5,146.43811320754716,56,106526,Urban_High_Income,7761.22,Medium,Platinum
2658,New_Customers,3485.52,47,9,74.16,25,20000,Rural,3485.52,Med-Low,Bronze
2659,New_Customers,4415.64,43,11,102.6893023255814,44,49360,Urban_Mid_Income,4415.64,Med-Low,Silver
2660,VIP_Champions,6797.96,55,12,123.59927272727272,46,114194,Urban_High_Income,6797.96,Medium,Gold
2661,New_Customers,5789.18,57,3,101.56456140350878,25,65483,Urban_Mid_Income,5789.18,Medium,Gold
2662,New_Customers,4987.21,45,10,110.82688888888887,35,90610,Suburban,4987.21,Med-Low,Silver
2663,New_Customers,4674.71,45,48,103.88244444444445,39,70141,Urban_Mid_Income,4674.71,Med-Low,Silver
2664,New_Customers,4810.68,46,15,104.58,39,36276,Rural,4810.68,Med-Low,Silver
2665,New_Customers,5440.36,58,12,93.79931034482756,35,44420,Rural,5440.36,Medium,Silver
2666,New_Customers,5076.95,54,9,94.0175925925926,18,40241,Urban_Mid_Income,5076.95,Medium,Silver
2667,VIP_Champions,7529.47,54,20,139.43462962962963,53,117998,Urban_High_Income,7529.47,Medium,Platinum
2668,Potential_Loyalists,5718.92,46,13,124.32434782608696,60,78191,Suburban,5718.92,Med-Low,Gold
2669,New_Customers,4982.36,58,19,85.90275862068965,18,54844,Urban_Mid_Income,4982.36,Medium,Silver
2670,VIP_Champions,7044.1,71,23,99.21267605633804,29,59722,Urban_High_Income,7044.1,Med-High,Gold
2671,New_Customers,5758.05,65,0,88.58538461538461,32,35272,Rural,5758.05,Med-High,Gold
2672,New_Customers,4792.03,53,11,90.41566037735848,32,51483,Urban_High_Income,4792.03,Medium,Silver
2673,New_Customers,5061.34,52,32,97.33346153846152,41,86192,Suburban,5061.34,Medium,Silver
2674,New_Customers,3053.39,33,1,92.52696969696969,18,28257,Rural,3053.39,Low,Bronze
2675,VIP_Champions,7095.05,59,38,120.25508474576272,39,53738,Rural,7095.05,Medium,Gold
2676,New_Customers,3823.62,40,6,95.5905,54,48177,Rural,3823.62,Med-Low,Bronze
2677,Potential_Loyalists,5329.27,50,4,106.5854,50,82992,Suburban,5329.27,Medium,Silver
2678,New_Customers,3862.94,52,17,74.28730769230769,28,21017,Rural,3862.94,Medium,Bronze
2679,New_Customers,3958.67,45,76,87.97044444444444,39,45969,Suburban,3958.67,Med-Low,Silver
2680,New_Customers,5753.97,53,6,108.5654716981132,37,49063,Rural,5753.97,Medium,Gold
2681,New_Customers,5237.3,53,3,98.81698113207548,40,70898,Suburban,5237.3,Medium,Silver
2682,Potential_Loyalists,5924.05,48,15,123.41770833333334,47,68840,Urban_High_Income,5924.05,Med-Low,Gold
2683,Potential_Loyalists,6204.7,45,9,137.88222222222225,63,136205,Urban_High_Income,6204.7,Med-Low,Gold
2684,Potential_Loyalists,5549.68,45,3,123.32622222222224,55,108121,Urban_Mid_Income,5549.68,Med-Low,Silver
2685,Potential_Loyalists,6158.27,53,4,116.19377358490568,73,99964,Suburban,6158.27,Medium,Gold
2686,New_Customers,4051.16,44,15,92.07181818181816,42,53744,Rural,4051.16,Med-Low,Silver
2687,New_Customers,4642.32,52,6,89.27538461538461,41,48419,Rural,4642.32,Medium,Silver
2688,Potential_Loyalists,5261.13,47,0,111.93893617021276,52,75425,Suburban,5261.13,Med-Low,Silver
