customer_id,age,income,region,credit_limit,signup_date
1608,70,78150,Rural,50918,2022-03-18
1609,45,60256,Suburban,20777,2022-01-19
1610,18,60319,Suburban,26403,2022-10-31
1611,53,56389,Rural,33363,2022-01-14
1612,42,42694,Suburban,20919,2023-01-20
1613,36,71145,Urban_Mid_Income,27248,2022-05-11
1614,75,94432,Urban_Mid_Income,71196,2023-03-30
1615,31,60389,Urban_High_Income,47884,2022-06-09
1616,18,26865,Rural,10636,2022-08-16
1617,25,97250,Urban_High_Income,42306,2023-07-11
1618,23,42592,Suburban,27453,2022-05-22
1619,45,46153,Rural,29388,2022-06-26
1620,51,80989,Suburban,30031,2023-11-28
1621,35,65972,Urban_Mid_Income,44296,2023-11-16
1622,54,49634,Rural,39598,2023-04-23
1623,55,68919,Urban_High_Income,53897,2022-11-07
1624,35,28990,Urban_Mid_Income,11177,2022-08-20
1625,45,111658,Suburban,77153,2022-10-30
1626,27,48009,Urban_Mid_Income,24473,2023-11-07
1627,37,69112,Suburban,38491,2023-04-07
1628,35,50747,Rural,23675,2022-12-10
1629,34,44856,Suburban,22977,2022-04-05
1630,53,80635,Urban_Mid_Income,35799,2022-12-07
1631,59,58985,Rural,19122,2022-08-24
1632,59,82129,Urban_Mid_Income,43213,2023-07-28
1633,30,41899,Rural,22784,2022-01-08
1634,52,102382,Suburban,63229,2023-10-17
1635,63,118700,Urban_High_Income,67738,2023-03-07
1636,54,99370,Urban_Mid_Income,70401,2023-05-01
1637,26,54365,Rural,30271,2022-02-21
1638,33,38106,Rural,14614,2022-10-25
1639,44,61202,Suburban,41985,2022-04-03
1640,49,77796,Suburban,49939,2022-02-12
1641,18,34924,Suburban,17342,2023-05-17
1642,32,39909,Urban_Mid_Income,31914,2023-12-11
1643,34,43569,Suburban,14411,2023-06-22
1644,32,48672,Urban_Mid_Income,15055,2022-03-04
1645,52,109714,Urban_High_Income,62423,2022-09-16
1646,41,47032,Rural,35444,2022-11-27
1647,46,37265,Suburban,23391,2023-11-24
1648,41,70826,Suburban,37238,2022-11-16
1649,41,55415,Suburban,20914,2023-09-09
1650,38,59673,Suburban,46258,2023-10-14
1651,75,75981,Rural,26677,2022-03-01
1652,60,84876,Urban_Mid_Income,26328,2023-06-30
1653,23,22393,Rural,11538,2022-09-03
1654,18,29439,Suburban,20739,2023-12-08
1655,57,59490,Rural,28500,2022-10-07
1656,27,37394,Suburban,21243,2022-04-08
1657,44,79302,Urban_Mid_Income,39958,2022-05-29
1658,20,33871,Urban_Mid_Income,20049,2022-06-11
1659,56,87102,Suburban,43324,2022-04-19
1660,49,60972,Suburban,19068,2023-04-12
1661,41,33595,Rural,13676,2022-05-15
1662,80,106566,Urban_Mid_Income,39877,2022-05-27
1663,47,65995,Urban_High_Income,30916,2022-01-28
1664,21,65458,Suburban,39477,2022-12-19
1665,23,63388,Suburban,19399,2022-03-15
1666,33,66496,Urban_High_Income,50321,2022-11-28
1667,25,37044,Suburban,15978,2022-06-14
1668,48,62060,Rural,25278,2023-09-05
1669,56,43896,Rural,22531,2023-06-29
1670,48,86285,Urban_High_Income,61420,2022-10-13
1671,31,57871,Rural,23575,2023-10-26
1672,24,45754,Suburban,32174,2023-04-01
1673,44,73368,Suburban,36357,2022-02-12
1674,67,150578,Urban_High_Income,76701,2023-06-11
1675,57,177937,Urban_High_Income,66686,2022-11-21
1676,45,69826,Urban_High_Income,27807,2023-05-17
1677,35,54593,Rural,22202,2023-09-06
1678,41,39889,Urban_Mid_Income,12357,2023-06-17
1679,29,27097,Rural,16128,2023-02-09
1680,38,32242,Rural,12415,2022-08-01
1681,33,40413,Rural,22940,2022-01-06
1682,31,92613,Urban_High_Income,34409,2022-02-21
1683,38,41159,Urban_Mid_Income,21655,2023-09-21
1684,40,79453,Urban_High_Income,37403,2023-06-12
1685,48,76618,Urban_High_Income,39737,2023-09-16
1686,18,50580,Urban_High_Income,19165,2022-08-09
1687,39,25230,Rural,20083,2023-09-14
1688,28,27559,Rural,15460,2022-02-03
1689,35,46254,Urban_High_Income,33436,2022-03-19
1690,34,57209,Suburban,38886,2022-01-07
1691,32,54955,Suburban,43766,2022-08-04
1692,36,89629,Urban_High_Income,56031,2022-02-14
1693,46,96579,Suburban,31946,2023-11-27
1694,52,83560,Suburban,26817,2023-05-18
1695,51,85504,Urban_Mid_Income,40713,2023-10-15
1696,49,49080,Rural,15191,2023-02-06
1697,45,69085,Urban_Mid_Income,43268,2022-02-06
1698,24,49608,Suburban,37709,2023-04-07
1699,70,147197,Urban_High_Income,81381,2022-02-15
1700,65,63755,Suburban,39818,2023-05-26
1701,37,62679,Urban_High_Income,30511,2023-10-15
1702,43,58519,Rural,27978,2023-01-11
1703,25,71727,Suburban,25092,2022-07-15
1704,46,65252,Urban_Mid_Income,29304,2023-06-05
1705,18,47640,Suburban,18058,2023-09-30
1706,50,71340,Rural,43759,2023-06-26
1707,21,41123,Suburban,12909,2022-05-14
1708,41,50231,Urban_Mid_Income,27980,2023-04-25
1709,34,67040,Suburban,49009,2022-10-20
1710,69,103615,Suburban,31391,2023-10-16
1711,21,33616,Urban_Mid_Income,12964,2023-07-29
1712,47,63765,Urban_Mid_Income,21134,2023-06-04
1713,36,26702,Urban_Mid_Income,13218,2023-04-28
1714,32,68157,Urban_Mid_Income,27778,2022-05-13
1715,48,34461,Rural,15069,2022-12-09
1716,18,65160,Urban_High_Income,30061,2022-06-19
1717,32,38897,Suburban,26935,2023-06-11
1718,37,65440,Suburban,37851,2022-05-05
1719,21,32596,Rural,16715,2022-12-09
1720,18,63965,Urban_High_Income,21737,2023-06-16
1721,57,104220,Urban_Mid_Income,67085,2023-01-27
1722,52,97675,Urban_Mid_Income,60434,2022-01-11
1723,63,80615,Suburban,57870,2023-08-31
1724,19,35478,Rural,14257,2023-05-24
1725,30,61045,Suburban,47364,2023-09-13
1726,42,58220,Rural,38568,2022-05-01
1727,62,93277,Rural,46746,2022-11-11
1728,72,114205,Urban_High_Income,86479,2023-03-30
1729,23,74643,Urban_High_Income,54920,2022-03-28
1730,62,96466,Suburban,46694,2022-04-22
1731,61,77375,Suburban,37291,2022-11-13
1732,33,66295,Suburban,47935,2023-01-31
1733,35,43825,Urban_Mid_Income,34536,2023-12-07
1734,40,106369,Suburban,59430,2023-04-21
1735,62,64077,Rural,36752,2023-07-20
1736,50,76312,Urban_Mid_Income,55674,2023-02-11
1737,48,80381,Urban_Mid_Income,39898,2022-01-16
1738,33,69008,Urban_Mid_Income,52804,2023-03-23
1739,34,59946,Rural,33484,2023-10-26
1740,52,96497,Suburban,63814,2023-01-12
1741,53,96879,Suburban,65284,2022-10-30
1742,37,43153,Urban_Mid_Income,34089,2022-12-18
1743,36,72460,Urban_High_Income,25436,2023-01-29
1744,58,91027,Suburban,40459,2022-09-08
1745,65,67212,Rural,37729,2022-12-17
1746,31,60202,Urban_Mid_Income,26829,2023-02-05
1747,37,20000,Rural,8656,2023-03-10
1748,18,80189,Suburban,37123,2022-03-03
1749,52,120818,Suburban,51382,2022-09-10
1750,53,89615,Suburban,44492,2022-07-24
1751,67,115432,Suburban,88831,2023-12-22
1752,44,94848,Urban_Mid_Income,41190,2022-06-23
1753,40,94512,Suburban,65842,2022-01-27
1754,22,40237,Suburban,31418,2023-01-05
1755,25,77042,Urban_Mid_Income,42687,2022-08-17
1756,72,144360,Suburban,79193,2023-07-08
1757,21,42910,Rural,26950,2023-07-13
1758,26,82471,Suburban,62224,2023-02-06
1759,25,25745,Rural,14115,2022-02-11
1760,33,31403,Rural,13906,2023-10-09
1761,62,125144,Suburban,71711,2022-11-03
1762,35,36630,Rural,14307,2022-02-03
1763,40,91566,Suburban,52861,2023-06-06
1764,52,77667,Rural,60022,2023-02-02
1765,18,31899,Rural,12153,2023-08-02
1766,47,102225,Suburban,77125,2023-05-04
1767,18,38598,Rural,20291,2022-06-17
1768,50,80051,Rural,39726,2023-12-18
1769,55,76106,Urban_Mid_Income,37442,2023-02-13
1770,67,95215,Suburban,46045,2022-05-14
1771,29,49316,Suburban,25015,2022-01-13
1772,24,34029,Rural,14240,2022-06-08
1773,21,41669,Suburban,18910,2023-09-28
1774,37,72517,Suburban,51023,2022-03-31
1775,49,63231,Urban_Mid_Income,23070,2022-08-03
1776,18,20000,Rural,7786,2022-05-08
1777,50,54835,Rural,25173,2022-02-19
1778,73,103927,Urban_Mid_Income,50981,2023-07-22
1779,47,40910,Urban_Mid_Income,12758,2022-12-15
1780,48,86721,Suburban,66550,2022-08-21
1781,59,99354,Suburban,49881,2022-04-24
1782,68,143804,Suburban,83771,2023-05-17
1783,45,53718,Rural,41455,2023-04-29
1784,31,85524,Urban_High_Income,40224,2022-09-05
1785,35,52554,Suburban,34995,2023-06-13
1786,29,29769,Urban_Mid_Income,19540,2023-05-28
1787,28,51881,Urban_Mid_Income,36447,2022-12-03
1788,22,22907,Rural,13930,2022-09-29
1789,22,42628,Suburban,32873,2023-08-05
1790,24,20000,Rural,15063,2022-10-12
1791,63,94684,Urban_High_Income,36651,2022-03-11
1792,71,90261,Urban_Mid_Income,51516,2023-08-24
1793,21,33764,Suburban,20329,2022-05-09
1794,19,20000,Urban_Mid_Income,11608,2023-09-08
1795,49,59059,Rural,22520,2023-12-24
1796,39,69287,Suburban,23190,2023-03-10
1797,50,91729,Suburban,54182,2023-11-19
1798,41,97675,Suburban,56853,2022-04-20
1799,53,74723,Rural,24174,2023-06-03
1800,37,23422,Rural,13457,2022-06-30
1801,34,66686,Suburban,41137,2022-12-25
1802,41,76976,Urban_High_Income,41887,2022-06-25
1803,47,65298,Urban_Mid_Income,19949,2022-05-18
1804,37,64704,Urban_High_Income,21167,2022-08-18
1805,38,79724,Urban_High_Income,26281,2023-10-09
1806,44,61142,Suburban,26425,2022-12-24
1807,19,45934,Rural,36384,2022-01-25
1808,53,50707,Rural,26175,2023-01-24
1809,50,43298,Rural,19281,2023-12-22
1810,68,104590,Urban_Mid_Income,39986,2022-04-22
1811,38,54474,Urban_Mid_Income,26689,2022-01-13
1812,24,33614,Urban_High_Income,17622,2022-06-17
1813,18,24557,Urban_Mid_Income,8258,2022-09-23
1814,47,84799,Urban_Mid_Income,39928,2023-04-19
1815,40,116934,Urban_High_Income,82624,2023-06-05
1816,27,71117,Suburban,51037,2022-01-16
1817,52,89761,Suburban,36218,2022-08-18
1818,24,79359,Suburban,26896,2022-12-04
1819,36,62330,Urban_High_Income,37840,2022-06-12
1820,44,26105,Urban_High_Income,16155,2022-08-27
1821,49,55311,Urban_Mid_Income,29433,2023-01-21
1822,76,115862,Urban_High_Income,40264,2023-07-20
1823,39,79173,Suburban,42107,2023-06-03
1824,43,74120,Urban_High_Income,24520,2023-11-14
1825,45,66343,Suburban,40594,2023-08-19
1826,45,107220,Suburban,53368,2023-05-05
1827,28,30039,Suburban,15988,2023-07-10
1828,57,95463,Urban_High_Income,48609,2023-01-06
1829,56,118197,Suburban,39674,2022-08-09
1830,22,22196,Urban_Mid_Income,11864,2023-12-23
1831,20,20000,Urban_High_Income,10509,2023-06-15
1832,62,139430,Urban_High_Income,99464,2023-03-02
1833,64,90141,Urban_Mid_Income,66782,2022-07-31
1834,47,130046,Urban_High_Income,63668,2023-04-19
1835,41,88475,Suburban,63026,2022-04-24
1836,35,36488,Rural,23487,2023-05-17
1837,56,95346,Urban_Mid_Income,31028,2022-07-05
1838,18,20000,Rural,6142,2023-06-14
1839,42,57343,Suburban,30249,2023-02-12
1840,25,34528,Rural,23116,2022-08-25
1841,42,80305,Urban_Mid_Income,55729,2023-09-22
1842,59,121585,Urban_High_Income,85950,2023-07-17
1843,42,64918,Urban_Mid_Income,34651,2023-01-10
1844,47,94488,Urban_High_Income,62471,2023-07-05
1845,38,34526,Suburban,26202,2023-02-20
1846,56,85508,Urban_Mid_Income,27687,2022-06-22
1847,49,63295,Rural,28320,2023-07-11
1848,41,58555,Urban_Mid_Income,18199,2022-10-07
1849,32,58490,Urban_Mid_Income,32399,2022-07-13
1850,44,100640,Suburban,59872,2022-02-22
1851,51,82187,Suburban,44322,2022-04-27
1852,53,53677,Rural,40726,2023-03-27
1853,18,32739,Rural,14119,2022-08-21
1854,66,67475,Suburban,33491,2023-04-12
1855,28,82873,Suburban,31488,2022-01-21
1856,42,50895,Suburban,30211,2023-02-08
1857,35,57724,Urban_Mid_Income,26352,2022-10-03
1858,41,93129,Urban_High_Income,47154,2022-06-24
1859,18,20000,Urban_Mid_Income,14465,2023-12-26
1860,42,81274,Urban_Mid_Income,29035,2023-05-10
1861,52,44500,Rural,31151,2022-05-22
1862,41,64152,Urban_Mid_Income,30550,2023-07-27
1863,51,70688,Urban_High_Income,36113,2023-11-29
1864,19,43693,Suburban,19047,2022-12-22
1865,36,69380,Suburban,38805,2023-09-14
1866,51,43418,Urban_Mid_Income,25514,2022-05-24
1867,48,78666,Urban_High_Income,42072,2022-10-02
1868,57,64009,Suburban,19501,2022-11-20
1869,61,95003,Suburban,59822,2022-07-01
1870,50,84937,Suburban,61215,2022-08-30
1871,65,114689,Urban_High_Income,47117,2022-07-23
1872,50,76709,Urban_Mid_Income,23087,2023-01-28
1873,50,39378,Rural,26794,2022-12-21
1874,33,74944,Suburban,29423,2023-09-24
1875,75,48870,Rural,38978,2023-05-23
1876,22,20000,Suburban,12956,2022-04-19
1877,46,73708,Urban_High_Income,45961,2022-09-30
1878,49,123299,Urban_High_Income,39339,2022-09-22
1879,53,86697,Suburban,53984,2022-03-04
1880,53,83350,Urban_High_Income,65491,2023-09-18
1881,63,101622,Suburban,68026,2022-08-22
1882,39,68561,Suburban,23420,2023-10-02
1883,53,76362,Rural,40486,2022-08-16
1884,52,90727,Suburban,48784,2023-02-07
1885,44,61280,Rural,30579,2022-02-25
1886,52,102327,Urban_Mid_Income,77585,2023-09-04
1887,37,85827,Urban_High_Income,57062,2022-02-01
1888,35,58303,Rural,41493,2023-07-29
1889,58,99608,Urban_High_Income,48193,2023-11-28
1890,44,75355,Suburban,24706,2022-03-12
1891,18,25441,Rural,9597,2023-05-20
1892,21,40914,Suburban,30906,2022-10-23
1893,51,44115,Rural,26023,2023-12-07
1894,18,36490,Urban_Mid_Income,25152,2022-12-10
1895,66,65696,Suburban,31713,2022-11-21
1896,29,74105,Urban_Mid_Income,32568,2022-03-04
1897,32,48578,Suburban,38632,2023-02-15
1898,34,67013,Suburban,44154,2023-06-24
1899,33,59130,Rural,31740,2023-08-11
1900,39,80717,Suburban,58316,2022-11-06
1901,18,62538,Suburban,19334,2023-04-09
1902,27,107667,Urban_High_Income,82821,2023-06-18
1903,53,53229,Rural,24076,2022-07-24
1904,65,83898,Rural,47482,2022-08-15
1905,62,114373,Suburban,78712,2023-02-24
1906,38,40723,Rural,12280,2023-04-16
1907,72,118191,Urban_High_Income,87137,2023-07-11
1908,39,52786,Suburban,19393,2022-02-03
1909,50,30311,Suburban,19289,2022-02-16
1910,37,83448,Urban_Mid_Income,38322,2022-07-21
1911,24,42035,Rural,24970,2023-10-08
1912,51,72779,Rural,28295,2023-09-18
1913,40,66269,Urban_High_Income,26052,2022-02-04
1914,65,66860,Urban_Mid_Income,24211,2023-02-27
1915,18,48889,Urban_Mid_Income,21838,2022-09-13
1916,44,54712,Urban_Mid_Income,42344,2023-01-02
1917,21,25290,Rural,12311,2023-07-02
1918,44,72916,Urban_Mid_Income,55903,2023-05-09
1919,60,123378,Urban_High_Income,83865,2023-08-10
1920,38,111740,Suburban,35319,2023-01-30
1921,18,72291,Suburban,56606,2023-01-29
1922,46,82527,Urban_Mid_Income,52497,2023-09-13
1923,57,51019,Rural,37416,2022-07-08
1924,33,67667,Rural,24245,2023-02-23
1925,53,105397,Urban_High_Income,78250,2022-06-28
1926,52,25534,Rural,13752,2023-09-13
1927,68,98189,Urban_Mid_Income,35420,2022-11-02
1928,48,56157,Urban_Mid_Income,35974,2022-09-26
1929,38,54741,Suburban,19953,2023-11-05
1930,62,132926,Suburban,83464,2022-09-28
1931,37,43319,Rural,26382,2022-10-03
1932,31,30295,Rural,11533,2022-05-04
1933,18,32384,Suburban,14614,2023-04-29
1934,43,71513,Urban_Mid_Income,56546,2022-11-09
1935,18,34643,Urban_Mid_Income,19774,2023-11-06
1936,34,44180,Urban_Mid_Income,14043,2022-01-15
1937,45,59953,Suburban,20810,2023-02-28
1938,28,105258,Urban_High_Income,42143,2022-07-03
1939,33,59885,Suburban,18398,2022-03-25
1940,39,60162,Suburban,26711,2022-05-16
1941,66,50755,Rural,35016,2023-11-21
1942,37,83725,Suburban,62320,2022-02-22
1943,20,33834,Urban_Mid_Income,14071,2023-02-05
1944,62,106906,Urban_High_Income,76334,2023-08-18
1945,18,22813,Urban_Mid_Income,12526,2022-08-02
1946,18,27014,Suburban,19725,2023-06-11
1947,70,57068,Rural,37881,2023-09-19
1948,18,46546,Suburban,34701,2022-02-08
1949,38,63859,Suburban,39286,2023-01-03
1950,33,64845,Suburban,34398,2022-06-30
1951,24,42335,Rural,27868,2022-04-09
1952,38,79683,Urban_Mid_Income,62231,2023-08-07
1953,45,50634,Rural,23575,2022-03-13
1954,42,70421,Rural,26982,2023-06-25
1955,59,126491,Urban_High_Income,98981,2023-11-16
1956,35,68624,Rural,43648,2022-04-18
1957,62,57943,Urban_Mid_Income,36147,2022-08-15
1958,63,69570,Rural,32443,2022-03-06
1959,21,36511,Urban_High_Income,20191,2022-04-17
1960,48,63569,Urban_Mid_Income,50352,2023-05-13
1961,45,78197,Urban_Mid_Income,32672,2023-02-18
1962,59,112489,Suburban,71379,2022-11-17
1963,58,54657,Rural,33110,2023-03-18
1964,41,98989,Urban_High_Income,60568,2023-02-09
1965,18,20000,Urban_Mid_Income,9747,2022-12-03
1966,29,65493,Suburban,50937,2023-12-19
1967,38,77943,Urban_High_Income,35721,2023-03-26
1968,45,67697,Rural,25534,2023-09-06
1969,55,46390,Rural,34979,2023-03-04
1970,26,99091,Urban_High_Income,44469,2023-05-12
1971,43,45836,Rural,25945,2022-04-18
1972,36,103867,Urban_High_Income,72733,2023-04-07
1973,34,23485,Rural,9778,2023-04-08
1974,54,58281,Suburban,27794,2022-10-13
1975,49,69413,Suburban,29502,2022-05-14
1976,31,20000,Rural,13395,2022-10-24
1977,50,100150,Urban_High_Income,51808,2022-12-10
1978,41,60650,Urban_Mid_Income,34308,2022-07-12
1979,30,55197,Suburban,38257,2023-02-26
1980,34,82507,Suburban,49568,2023-09-28
1981,42,93408,Urban_High_Income,36566,2023-09-12
1982,22,30941,Rural,17220,2023-10-28
1983,30,60634,Rural,28693,2022-01-15
1984,43,83147,Urban_Mid_Income,51817,2023-08-07
1985,35,52930,Rural,26464,2022-06-01
1986,19,72968,Suburban,45423,2022-12-17
1987,33,41594,Rural,16154,2023-11-12
1988,31,47902,Rural,21284,2022-10-07
1989,18,54534,Urban_Mid_Income,20648,2022-04-01
1990,39,35995,Suburban,24220,2022-02-07
1991,51,83356,Urban_Mid_Income,40693,2022-03-09
1992,45,57559,Urban_Mid_Income,30850,2022-06-11
1993,31,84598,Suburban,43693,2023-12-02
1994,50,89089,Suburban,70062,2022-05-16
1995,51,52296,Urban_Mid_Income,40399,2023-06-21
1996,18,65005,Urban_High_Income,48121,2022-09-23
1997,18,24770,Rural,12017,2023-10-11
1998,36,63181,Suburban,19485,2022-06-17
1999,25,20000,Urban_Mid_Income,9605,2023-06-15
2000,58,95114,Suburban,66861,2022-12-05
2001,55,77999,Urban_Mid_Income,36142,2023-03-08
2002,54,61084,Urban_Mid_Income,41827,2023-11-14
2003,29,69416,Urban_High_Income,49837,2022-07-23
2004,25,36107,Suburban,10994,2023-12-25
2005,26,72167,Suburban,40034,2023-09-02
2006,29,75684,Suburban,52838,2023-12-29
2007,46,91817,Suburban,30630,2022-11-07
2008,49,42999,Rural,29675,2022-08-13
2009,54,124716,Suburban,83547,2022-01-28
2010,53,91635,Suburban,47296,2022-01-30
2011,31,40207,Rural,29997,2023-12-26
2012,58,110955,Urban_High_Income,55375,2022-04-22
2013,43,54380,Rural,38597,2023-10-14
2014,54,100195,Suburban,75415,2022-09-12
2015,35,51125,Rural,19409,2023-05-26
2016,25,49820,Suburban,31125,2022-12-22
2017,39,63537,Suburban,20540,2023-01-28
2018,18,26140,Suburban,11130,2023-04-19
2019,27,20000,Rural,15059,2023-07-09
2020,36,57715,Rural,45906,2022-02-21
2021,34,57344,Suburban,42883,2023-01-15
2022,80,68157,Rural,40679,2023-11-29
2023,48,84687,Urban_Mid_Income,48599,2022-09-15
2024,20,59474,Urban_High_Income,46058,2023-12-06
2025,22,26085,Rural,16287,2022-11-30
2026,58,78893,Urban_High_Income,58809,2022-01-19
2027,24,24517,Urban_High_Income,13623,2023-12-29
2028,38,61109,Urban_Mid_Income,21687,2023-04-17
2029,43,52097,Rural,37462,2023-12-27
2030,80,127780,Urban_High_Income,77772,2023-04-08
2031,20,20000,Urban_Mid_Income,15594,2022-04-15
2032,56,67986,Rural,26103,2022-08-09
2033,44,44165,Suburban,19671,2023-07-07
2034,47,76450,Suburban,37936,2022-06-16
2035,45,63986,Rural,31428,2023-11-23
2036,18,43712,Urban_Mid_Income,29082,2022-12-12
2037,43,104138,Suburban,68321,2023-06-23
2038,33,76655,Urban_High_Income,57832,2022-01-27
2039,35,92107,Suburban,60113,2022-10-27
2040,38,31493,Urban_Mid_Income,24475,2022-12-08
2041,38,34127,Rural,14096,2023-03-05
2042,54,45843,Rural,15319,2023-12-07
2043,45,71514,Urban_Mid_Income,24009,2023-02-16
2044,39,66402,Urban_High_Income,47569,2023-01-01
2045,30,62624,Suburban,36166,2023-05-04
2046,53,43076,Rural,17900,2022-07-08
2047,52,50014,Rural,19144,2023-07-06
2048,42,78007,Suburban,24378,2023-02-11
2049,23,38853,Suburban,26734,2023-10-13
2050,18,45107,Urban_High_Income,27319,2022-11-08
2051,56,92558,Suburban,67926,2022-06-18
2052,55,69656,Suburban,32089,2022-09-01
2053,48,60584,Suburban,23708,2023-06-15
2054,40,64014,Urban_Mid_Income,32259,2022-04-14
2055,29,39744,Suburban,24756,2023-07-03
2056,79,98787,Urban_Mid_Income,52973,2023-01-09
2057,55,43276,Rural,30430,2023-06-16
2058,54,57485,Rural,37559,2023-02-13
2059,22,59114,Suburban,44261,2023-04-03
2060,32,73060,Urban_Mid_Income,51848,2022-07-22
2061,50,62605,Suburban,26683,2022-11-12
2062,37,35194,Rural,25291,2022-08-28
2063,67,80107,Rural,26592,2022-08-31
2064,49,95643,Urban_Mid_Income,59507,2023-05-21
2065,29,36576,Urban_Mid_Income,28326,2023-08-31
2066,27,43437,Rural,22364,2023-05-31
2067,42,124328,Urban_High_Income,38891,2022-02-28
2068,42,74785,Urban_Mid_Income,52224,2022-09-22
2069,46,90494,Suburban,48651,2022-12-26
2070,35,76351,Suburban,27822,2023-08-15
2071,42,58700,Suburban,28615,2023-01-24
2072,18,40154,Urban_High_Income,14147,2022-02-05
2073,50,55329,Rural,25991,2022-01-17
2074,34,71186,Suburban,28654,2022-03-19
2075,68,65690,Rural,52530,2022-05-15
2076,38,69700,Urban_Mid_Income,36583,2022-02-13
2077,68,66113,Suburban,33227,2022-05-28
2078,37,67587,Suburban,29892,2022-03-07
2079,31,47762,Suburban,30822,2022-09-03
2080,18,47419,Suburban,25953,2022-03-12
2081,80,113614,Urban_Mid_Income,78954,2023-09-20
2082,29,46760,Suburban,29168,2022-04-27
2083,25,40517,Rural,30187,2023-04-11
2084,31,59137,Suburban,20150,2022-05-22
2085,41,65568,Suburban,33257,2023-01-05
2086,67,46500,Rural,34246,2023-03-21
2087,52,62103,Urban_High_Income,31698,2022-04-03
2088,64,108821,Urban_Mid_Income,49570,2023-01-05
2089,52,52662,Rural,41647,2023-06-27
2090,31,64683,Urban_Mid_Income,22019,2022-11-27
2091,59,57411,Rural,36197,2022-08-31
2092,25,42963,Suburban,32498,2023-11-09
2093,35,40521,Suburban,31334,2023-04-12
2094,59,66880,Urban_Mid_Income,28518,2023-10-11
2095,29,27442,Suburban,17699,2022-07-03
2096,59,133417,Urban_High_Income,81027,2022-09-22
2097,59,89354,Urban_Mid_Income,60541,2023-01-06
2098,48,49538,Suburban,28064,2023-08-27
2099,19,43793,Suburban,25067,2023-06-06
2100,47,91320,Suburban,43696,2023-10-22
2101,38,76262,Urban_Mid_Income,40659,2023-10-23
2102,49,55747,Rural,27814,2023-07-13
2103,44,44264,Rural,14865,2022-12-07
2104,40,105603,Urban_High_Income,36615,2023-10-09
2105,65,103690,Urban_High_Income,72519,2022-08-08
2106,49,110292,Urban_Mid_Income,36892,2022-06-15
2107,49,83232,Suburban,54617,2023-11-05
2108,40,33535,Suburban,23017,2022-06-09
2109,58,92526,Urban_Mid_Income,73475,2023-01-17
2110,56,102890,Suburban,35444,2022-05-05
2111,39,41010,Rural,22746,2022-08-07
2112,46,74626,Suburban,58341,2023-06-11
2113,18,31087,Suburban,11367,2023-02-23
2114,64,64829,Urban_Mid_Income,42736,2022-02-05
2115,36,68795,Suburban,47088,2022-08-29
2116,36,20000,Rural,9145,2023-05-15
2117,40,60995,Suburban,47860,2023-04-28
2118,44,116726,Urban_High_Income,52076,2022-12-19
2119,58,89278,Suburban,69328,2022-05-20
2120,66,103442,Suburban,53754,2022-12-22
2121,63,48909,Rural,15522,2023-01-17
2122,53,89073,Suburban,49362,2023-07-31
2123,27,21102,Rural,13493,2022-01-06
2124,18,32662,Urban_Mid_Income,20587,2022-01-10
2125,26,39069,Rural,14845,2023-05-14
2126,18,43923,Rural,22305,2022-07-26
2127,55,82174,Urban_Mid_Income,25141,2022-07-21
2128,31,54012,Urban_Mid_Income,21841,2022-04-22
2129,69,81352,Suburban,32969,2022-01-10
2130,18,64764,Suburban,28498,2023-10-18
2131,68,118080,Suburban,93885,2023-01-02
2132,45,84831,Suburban,57024,2023-03-22
2133,49,52877,Urban_Mid_Income,19253,2022-07-17
2134,54,98483,Suburban,44408,2022-12-06
2135,50,92979,Suburban,73824,2023-08-04
2136,31,47355,Rural,14793,2023-06-12
2137,53,50229,Rural,22449,2022-04-23
2138,30,90132,Suburban,46926,2022-07-08
2139,45,76928,Suburban,38983,2023-03-18
2140,62,90790,Suburban,54914,2023-06-25
2141,42,47011,Suburban,26540,2022-09-24
2142,80,117479,Suburban,55412,2023-12-18
2143,18,23544,Rural,11314,2023-03-30
2144,44,89732,Suburban,43340,2023-05-22
2145,27,24511,Rural,11062,2023-05-07
2146,50,49611,Urban_Mid_Income,20044,2022-03-18
2147,40,66510,Urban_Mid_Income,24937,2022-05-02
2148,24,42154,Rural,30916,2023-01-10
2149,53,83240,Urban_High_Income,27849,2022-04-24
2150,38,65873,Urban_Mid_Income,50962,2022-02-19
2151,52,112974,Suburban,51851,2022-08-20
2152,35,68082,Urban_Mid_Income,30861,2022-05-17
2153,25,72610,Urban_High_Income,37498,2022-02-01
2154,54,128546,Urban_High_Income,56712,2023-08-24
2155,48,43442,Rural,14508,2023-02-20
2156,37,62680,Suburban,23272,2022-12-27
2157,27,62228,Rural,29750,2022-03-22
2158,55,75076,Rural,28091,2023-06-13
2159,30,44364,Rural,25860,2023-10-10
2160,64,99287,Urban_Mid_Income,75303,2022-12-26
2161,55,98140,Suburban,53657,2022-10-10
2162,37,40318,Rural,29486,2023-12-06
2163,40,70808,Urban_Mid_Income,44384,2023-03-20
2164,39,78089,Urban_High_Income,37516,2023-10-06
2165,21,23144,Rural,15379,2022-06-10
2166,32,52421,Suburban,21465,2022-10-25
2167,35,51511,Suburban,20366,2023-11-06
2168,31,47535,Suburban,24372,2022-09-30
2169,21,25106,Urban_Mid_Income,15040,2023-11-02
2170,60,43287,Rural,19731,2023-05-08
2171,31,72891,Suburban,49698,2022-05-11
2172,57,79265,Urban_Mid_Income,62245,2023-04-01
2173,59,57982,Rural,34506,2022-09-18
